date,open,high,low,close
2012-10-01,1.4632855653762817,1.4632855653762817,1.4632855653762817,1.4632855653762817
2012-10-02,1.4668819904327393,1.4668819904327393,1.4668819904327393,1.4668819904327393
2012-10-03,1.4541316032409668,1.4541316032409668,1.4541316032409668,1.4541316032409668
2012-10-04,1.462631583213806,1.462631583213806,1.462631583213806,1.4626315832138062
2012-10-05,1.4619780778884888,1.4619780778884888,1.4619780778884888,1.4619780778884888
2012-10-08,1.4426895380020142,1.4426895380020142,1.4426895380020142,1.4426895380020142
2012-10-09,1.4191519021987915,1.4191519021987915,1.4191519021987915,1.4191519021987915
2012-10-10,1.3936519622802734,1.3936519622802734,1.3936519622802734,1.3936519622802734
2012-10-11,1.3985556364059448,1.3985556364059448,1.3985556364059448,1.3985556364059448
2012-10-12,1.3844982385635376,1.3844982385635376,1.3844982385635376,1.3844982385635376
2012-10-15,1.4041132926940918,1.4041132926940918,1.4041132926940918,1.4041132926940918
2012-10-16,1.4377856254577637,1.4377856254577637,1.4377856254577637,1.4377856254577637
2012-10-17,1.44497811794281,1.44497811794281,1.44497811794281,1.44497811794281
2012-10-18,1.4325551986694336,1.4325551986694336,1.4325551986694336,1.4325551986694336
2012-10-19,1.3844982385635376,1.3844982385635376,1.3844982385635376,1.3844982385635376
2012-10-22,1.3877673149108887,1.3877673149108887,1.3877673149108887,1.3877673149108887
2012-10-23,1.3884209394454956,1.3884209394454956,1.3884209394454956,1.3884209394454956
2012-10-24,1.3609601259231567,1.3609601259231567,1.3609601259231567,1.3609601259231567
2012-10-25,1.3815561532974243,1.3815561532974243,1.3815561532974243,1.3815561532974243
2012-10-26,1.390709638595581,1.390709638595581,1.390709638595581,1.390709638595581
2012-10-31,1.388094186782837,1.388094186782837,1.388094186782837,1.388094186782837
2012-11-01,1.4371317625045776,1.4371317625045776,1.4371317625045776,1.4371317625045776
2012-11-02,1.4011707305908203,1.4011707305908203,1.4011707305908203,1.4011707305908203
2012-11-05,1.4279786348342896,1.4279786348342896,1.4279786348342896,1.4279786348342896
2012-11-06,1.4443243741989136,1.4443243741989136,1.4443243741989136,1.4443243741989136
2012-11-07,1.3988828659057617,1.3988828659057617,1.3988828659057617,1.3988828659057617
2012-11-08,1.3920172452926636,1.3920172452926636,1.3920172452926636,1.3920172452926636
2012-11-09,1.3913633823394773,1.3913633823394773,1.3913633823394773,1.3913633823394775
2012-11-12,1.389402151107788,1.389402151107788,1.389402151107788,1.389402151107788
2012-11-13,1.3714216947555542,1.3714216947555542,1.3714216947555542,1.3714216947555542
2012-11-14,1.3563833236694336,1.3563833236694336,1.3563833236694336,1.3563833236694336
2012-11-15,1.3406914472579956,1.3406914472579956,1.3406914472579956,1.3406914472579956
2012-11-16,1.3351335525512695,1.3351335525512695,1.3351335525512695,1.3351335525512695
2012-11-19,1.370767593383789,1.370767593383789,1.370767593383789,1.370767593383789
2012-11-20,1.3697868585586548,1.3697868585586548,1.3697868585586548,1.3697868585586548
2012-11-21,1.371748447418213,1.371748447418213,1.371748447418213,1.371748447418213
2012-11-23,1.3998637199401855,1.3998637199401855,1.3998637199401855,1.3998637199401855
2012-11-26,1.4116325378417969,1.4116325378417969,1.4116325378417969,1.4116325378417969
2012-11-27,1.4116325378417969,1.4116325378417969,1.4116325378417969,1.4116325378417969
