date,open,high,low,close
2012-10-01,5.919992915692824,5.949251268516482,5.5786420556938445,5.627406597137451
2012-10-02,5.66641846040053,5.705429910399078,5.598148190376488,5.695677280426025
2012-10-03,5.7346887304245735,5.754194455423847,5.627407010401982,5.695677280426025
2012-10-04,5.695676835064807,5.744440911223407,5.627406570379011,5.7346882820129395
2012-10-05,5.76394723475153,5.880982052832932,5.705430058237418,5.744441509246826
2012-10-08,5.685923830204828,5.754194095964084,5.656665477060246,5.705429553985596
2012-10-09,5.68592461048989,5.715183432702827,5.559137155989164,5.617654800415039
2012-10-10,5.646913157574774,5.656666253330155,5.500619976616491,5.617654800415039
2012-10-11,5.6274077776771145,5.6469135053359185,5.529879139383095,5.6079020500183105
2012-10-12,5.61765413061583,5.656665578879567,5.490866691232113,5.52987813949585
2012-10-15,5.617654282689614,5.617654282689614,5.500619469677043,5.57864236831665
2012-10-16,5.578642187237914,5.656665548398098,5.529878109697586,5.637159824371338
2012-10-17,5.607901005804626,5.705429625938425,5.529878109697586,5.637159824371338
2012-10-18,5.637161058842159,5.67617251543872,5.510373592376709,5.510373592376709
2012-10-19,5.617653690864173,5.6274063196400945,5.305561664131793,5.315314292907715
2012-10-22,5.325066786078572,5.334819413754414,5.217785091325954,5.305561065673828
2012-10-23,5.217786118585909,5.354326188300656,5.159268945851018,5.276303291320801
2012-10-24,5.33482027402889,5.364079091880709,5.032481326474717,5.042234420776367
2012-10-25,5.071493592259497,5.568890320662574,5.051987865560545,5.549384593963623
2012-10-26,5.46160868239739,5.549384686533477,5.27630404313966,5.3348212242126465
2012-10-31,5.403090016964632,5.510371718652164,5.247044243639558,5.2958083152771
2012-11-01,5.383585516843179,5.656666147177578,5.373832886324019,5.646913051605225
2012-11-02,5.6761713337527935,5.724935411819991,5.510372445207396,5.568889617919922
2012-11-05,5.55913674037794,5.7346887304245735,5.490866935407064,5.695677280426025
2012-11-06,5.734689022745355,5.939499378204346,5.7151832967517935,5.939499378204346
2012-11-07,5.793205350425586,5.871228242947985,5.6176538422501885,5.763946533203125
2012-11-08,5.724936134254187,5.783453314351042,5.520125771388591,5.549384593963623
2012-11-09,5.549384181574644,5.656665902973102,5.451855555327489,5.481113910675049
2012-11-12,5.490866374032238,5.5493835430473855,5.364078941972857,5.43234920501709
2012-11-13,5.334820364205157,5.666418135216258,5.325067734791788,5.598147869110107
2012-11-14,5.6469135090448725,5.676172333078911,5.383585952951447,5.422597408294678
2012-11-15,5.500620136446048,5.500620136446048,5.27630404313966,5.3348212242126465
2012-11-16,5.344574320251419,5.383585774300076,5.198281135042346,5.3348212242126465
2012-11-19,5.422596200316119,5.529877911137735,5.37383212452675,5.403090476989746
2012-11-20,5.344574497608216,5.4518562323287165,5.315315673574176,5.422597408294678
2012-11-21,5.393338548490201,5.422596904754087,5.3250682754524865,5.383585453033447
2012-11-23,5.432349169750671,5.568889229899607,5.403090352906483,5.53963041305542
2012-11-26,5.5396316172418425,5.646913348920249,5.481114435886317,5.559137344360352
2012-11-27,5.568889229899607,5.637159492500634,5.5103720612643485,5.53963041305542
2012-11-28,5.481113437859765,5.646912320704267,5.442101990726132,5.627406597137451
2012-11-29,5.656665288511388,5.773699627294986,5.598147654066466,5.763946533203125
2012-11-30,5.734688463375139,5.832217083829857,5.705429644712151,5.8224639892578125
2012-12-03,5.871228017236411,5.880981110953328,5.754193682952042,5.783452033996582
2012-12-04,5.851723221606598,5.900487767807924,5.773700319727018,5.890734672546387
2012-12-05,5.900487161769452,6.046779855241366,5.871228344043192,6.027274131774902
2012-12-06,5.998015844110253,6.261343346288112,5.949251302389002,6.251590251922607
2012-12-07,6.2613427811953315,6.349118762350455,6.193072521957669,6.280848503112793
2012-12-10,6.290602136511668,6.563682752035717,6.271096411478034,6.5051655769348145
2012-12-11,6.534423766164296,6.670964302988535,6.466153962805333,6.602694034576416
2012-12-12,6.690470226271636,6.690470226271636,6.475906784918758,6.544177055358887
2012-12-13,6.573434765682666,6.631952400349963,6.456400426454321,6.4954118728637695
2012-12-14,6.573435742172378,6.719728920466353,6.5246716594431815,6.680717468261719
2012-12-17,6.6807168110827035,6.729481354068148,6.378377853711135,6.446648120880127
2012-12-18,6.456400929230266,6.5441769230134215,6.388131125223955,6.534423828125
2012-12-19,6.544177020135371,6.700222820240709,6.534423925102203,6.651458740234375
2012-12-20,6.670964077595651,6.700222430888606,6.563682363730823,6.622199535369873
2012-12-21,6.319861307280165,6.329613937811575,6.027274950486756,6.163815498352051
2012-12-24,6.22233151159975,6.22233151159975,6.0272738219099855,6.076038360595703
2012-12-26,6.076038672967627,6.183320384559744,6.017521502568235,6.027274131774902
2012-12-27,6.0272751106049,6.105298482194888,5.919993846643427,6.066286563873291
2012-12-28,6.007767775709261,6.124802569237777,5.959003704704371,5.978509426116943
2012-12-31,5.988262818245192,6.2028262462093515,5.959004464920261,6.18332052230835
2013-01-02,6.43689480388251,6.505165068692928,6.290601645033403,6.466153621673584
2013-01-03,6.475906804718057,6.797751502678205,6.446648449477955,6.7294816970825195
2013-01-04,6.778246057618668,6.787999153137207,6.680717427699235,6.787999153137207
2013-01-07,6.885527222832757,7.100090656251278,6.856268868764056,7.002561569213867
2013-01-08,6.963550280541083,7.109843449407934,6.885527381159607,7.051326274871826
2013-01-09,7.070831583788867,7.197619020352317,7.061078489413308,7.1293487548828125
2013-01-10,7.1878658981753905,7.256136163380838,7.100090374400541,7.236630439758301
2013-01-11,7.207371246123103,7.373170120799186,7.119595726923437,7.353664398193359
2013-01-14,7.314653707989313,7.499958324398087,7.275642258750956,7.412182331085205
2013-01-15,7.3536651572276694,7.431688055704384,7.246383439295609,7.412182331085205
2013-01-16,7.441440614272469,7.55847495355345,7.402429167845476,7.480452060699463
2013-01-17,7.509710758466165,7.67550964593478,7.509710758466165,7.616992473602295
2013-01-18,7.616992533394656,7.792544051770169,7.597486809130711,7.6950154304504395
2013-01-22,7.646251678466797,7.734027208872029,7.5097111377419115,7.646251678466797
2013-01-23,7.685263810215411,7.704769537041208,7.490206076904229,7.587735176086426
2013-01-24,7.529217202673483,7.695016105999153,7.509711476697122,7.636498928070068
2013-01-25,7.695015176439891,7.880319783357091,7.636498005579691,7.675509452819824
2013-01-28,7.695015503884925,7.792544126135382,7.587734251935999,7.626745700836182
2013-01-29,7.616992902730426,7.626745997861886,7.353665379872254,7.392676830291748
2013-01-30,7.392676294096984,7.538969455085952,7.363417940931074,7.460946559906006
2013-01-31,7.451193268945954,7.509710438787439,7.35366465254348,7.373170375823975
2013-02-01,7.460947394282813,7.646252023584845,7.460947394282813,7.636498928070068
2013-02-04,7.6072396922244385,7.812050023826468,7.5389694266727165,7.568228244781494
2013-02-05,7.626745376296225,7.734026623680024,7.480452216619157,7.675509452819824
2013-02-06,7.509710168087035,7.860814104586051,7.509710168087035,7.7535319328308105
2013-02-07,7.782790314194896,7.841307478656141,7.441439955644426,7.538968563079834
2013-02-08,7.587734792508121,7.61699314874113,7.47069997241652,7.558475971221924
2013-02-11,7.568227768233856,7.753531899393254,7.529215858194233,7.714520454406738
2013-02-12,7.714520587698927,7.782790850131464,7.656003419208088,7.724273681640625
2013-02-13,7.7535319328308105,7.782790749223431,7.656003319943922,7.7535319328308105
2013-02-14,7.704770418017669,7.890075076577395,7.665758959905439,7.880321979522705
2013-02-15,7.909577679339319,8.0168598506319,7.69501473191348,7.714520454406738
2013-02-19,7.704768118189507,7.919331073760986,7.6852623949557355,7.919331073760986
2013-02-20,7.997352774768362,8.046117308111471,7.665755529215604,7.685261249542236
2013-02-21,7.6267458263848225,7.685263000698384,7.451193838390975,7.49020528793335
2013-02-22,7.568229143100246,7.831556212069433,7.529217225973605,7.821804046630859
2013-02-25,7.919332010886885,8.016861103649868,7.6852633043833585,7.73402738571167
2013-02-26,7.7827918390477775,7.880320465591599,7.656004392014222,7.763286113739014
2013-02-27,7.773034955295522,8.026609260717535,7.753529239493828,7.977845668792725
2013-02-28,8.026612300441679,8.289940261067771,8.016860136427052,8.172905921936035
2013-03-01,8.114391422299597,8.15340288374886,7.997357037951808,8.046121597290039
2013-03-04,8.026612538188699,8.328951954147286,7.9973541850657,8.192411422729492
2013-03-05,8.338706354688592,8.572775076548448,8.309447996982714,8.514257431030273
2013-03-06,8.6020324113017,8.660550049860964,8.426481355836527,8.436233520507812
2013-03-07,8.553267726278339,8.728818759754693,8.494750095048758,8.71906566619873
2013-03-08,8.80684398454467,9.011654353027403,8.699562717284739,8.97264289855957
2013-03-11,8.923876469951319,9.167698241590495,8.777583779010312,9.118934631347656
2013-03-12,9.128687351957067,9.216463343916338,8.972641557410052,9.089675903320312
2013-03-13,9.118933820217839,9.421272269297893,9.118933820217839,9.274979591369629
2013-03-14,9.382263104281492,9.499297461058259,9.34325165202257,9.450532913208008
2013-03-15,9.499298234804177,9.509051331189925,9.040913865951676,9.138442039489746
2013-03-18,8.826349001428984,9.089676051493045,8.758078267622041,8.953136444091797
2013-03-19,9.040910316794566,9.177449892168314,8.865358371192777,9.011651039123535
2013-03-20,9.09942888879186,9.24572158689726,8.962888355148873,9.079923629760742
2013-03-21,9.118935849611539,9.138441110293272,8.845854759216309,8.845854759216309
2013-03-22,9.50904836506121,10.016198057648772,9.489542178374224,9.791881561279297
2013-03-25,9.762625001324913,9.87965935258647,9.538308463827171,9.63583755493164
2013-03-26,9.674849510192871,9.850401511298811,9.557815152824377,9.674849510192871
2013-03-27,9.518801389504054,9.791881490401991,9.440778503533215,9.713858604431152
2013-03-28,9.762626255401264,9.782131518063935,9.626085696336702,9.733366966247559
2013-04-01,9.723611899241755,9.733364062610613,9.109180961906688,9.148192405700684
2013-04-02,9.274981710151424,9.470038968650147,9.021406809049898,9.070171356201172
2013-04-03,9.118936255996964,9.216464423964714,8.826349891880888,8.875114440917969
2013-04-04,8.865360199780705,9.09942888879186,8.816595657043473,9.079923629760742
2013-04-05,8.923876906980349,9.353003766940423,8.894618553380527,9.079923629760742
2013-04-08,9.060419387526007,9.177453757179928,8.836103744882617,9.15794849395752
2013-04-09,9.21646365128528,9.431027090996261,9.157946941431767,9.333498001098633
2013-04-10,9.401768656821407,9.967435141204415,9.392015561892586,9.84064769744873
2013-04-11,9.66509715176851,9.899165884359359,9.528557522810415,9.733366966247559
2013-04-12,9.674845911672588,9.84064475546967,9.587069943767538,9.762621879577637
2013-04-15,9.684599886616311,9.713858235216753,9.32374382019043,9.32374382019043
2013-04-16,9.538307387951397,9.645589562086665,9.46028449591097,9.626083374023438
2013-04-17,9.49929850625483,9.518804699583729,9.118937037406212,9.15794849395752
2013-04-18,9.29448604282257,9.343250585104332,8.884865375825822,9.001899719238281
2013-04-19,9.031158644740554,9.23596897012171,8.87511285970848,9.118934631347656
2013-04-22,9.128687242391681,9.19695797426632,8.914124742517934,9.079923629760742
2013-04-23,9.167701027874331,9.255477041158667,9.040914486581991,9.187207221984863
2013-04-24,9.167701027874331,9.265230138213932,9.079925944696527,9.187207221984863
2013-04-25,9.128689033413961,9.401770154277656,9.0896775775915,9.294487953186035
2013-04-26,9.265226426344793,9.489541988110606,9.177450448225594,9.196956634521484
